TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,overview
8429,Art Tray,2017-03-19 12:36:09,Afternoon,Weekend,Craig,1,"Edible art pieces made from cake, icing, and decorative elements, perfect for special occasions and celebrations."
8430,Spanish Brunch,2017-03-19 12:36:55,Afternoon,Weekend,Julian,1,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8430,Hot chocolate,2017-03-19 12:36:55,Afternoon,Weekend,Greg,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
8431,Coffee,2017-03-19 12:38:21,Afternoon,Weekend,Beverly,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8431,Coffee,2017-03-19 12:38:21,Afternoon,Weekend,Joshua,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8431,Cake,2017-03-19 12:38:21,Afternoon,Weekend,Carl,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8431,Scone,2017-03-19 12:38:21,Afternoon,Weekend,Todd,0,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
8432,Tiffin,2017-03-19 12:39:59,Afternoon,Weekend,Connie,5,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
8432,Coffee,2017-03-19 12:39:59,Afternoon,Weekend,George,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8433,Tea,2017-03-19 12:40:57,Afternoon,Weekend,Noelle,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8433,Cookies,2017-03-19 12:40:57,Afternoon,Weekend,Maggie,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8434,Coffee,2017-03-19 12:41:55,Afternoon,Weekend,June,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8434,Bread,2017-03-19 12:41:55,Afternoon,Weekend,Sarah,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8435,Sandwich,2017-03-19 12:59:04,Afternoon,Weekend,Dana,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8435,Muffin,2017-03-19 12:59:04,Afternoon,Weekend,Ray,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8435,Bread,2017-03-19 12:59:04,Afternoon,Weekend,Karla,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8435,Cookies,2017-03-19 12:59:04,Afternoon,Weekend,Todd,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8436,Farm House,2017-03-19 13:11:00,Afternoon,Weekend,Vincent,3,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8437,Spanish Brunch,2017-03-19 13:30:32,Afternoon,Weekend,Christian,5,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8437,Salad,2017-03-19 13:30:32,Afternoon,Weekend,Mathew,3,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes."
8437,Tea,2017-03-19 13:30:32,Afternoon,Weekend,Ted,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8437,Coffee,2017-03-19 13:30:32,Afternoon,Weekend,Leona,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8437,Pastry,2017-03-19 13:30:32,Afternoon,Weekend,Wendy,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8437,Cake,2017-03-19 13:30:32,Afternoon,Weekend,Penny,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8438,Smoothies,2017-03-19 13:40:51,Afternoon,Weekend,Pam,3,"Refreshing blended beverages made from fruits, vegetables, and yogurt or milk, perfect for pairing with cakes for a light meal or snack."
8438,Coffee,2017-03-19 13:40:51,Afternoon,Weekend,Christopher,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8438,Soup,2017-03-19 13:40:51,Afternoon,Weekend,Jill,0,"Warm, comforting soups served alongside cakes for a satisfying meal."
8438,Salad,2017-03-19 13:40:51,Afternoon,Weekend,Sheila,4,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes."
8439,Sandwich,2017-03-19 13:43:43,Afternoon,Weekend,Lisa,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8439,Tea,2017-03-19 13:43:43,Afternoon,Weekend,Jordan,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8439,Coffee,2017-03-19 13:43:43,Afternoon,Weekend,Allan,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8440,Sandwich,2017-03-19 13:49:50,Afternoon,Weekend,Glenn,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8440,Sandwich,2017-03-19 13:49:50,Afternoon,Weekend,Laurence,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8441,Spanish Brunch,2017-03-19 13:56:04,Afternoon,Weekend,Carlos,5,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8441,Toast,2017-03-19 13:56:04,Afternoon,Weekend,Anita,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8441,Salad,2017-03-19 13:56:04,Afternoon,Weekend,Rosalie,3,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes."
8441,Baguette,2017-03-19 13:56:04,Afternoon,Weekend,Stanley,1,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads."
8442,Sandwich,2017-03-19 14:22:57,Afternoon,Weekend,Kevin,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8442,Sandwich,2017-03-19 14:22:57,Afternoon,Weekend,Dylan,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8443,Cake,2017-03-19 14:41:55,Afternoon,Weekend,Jackson,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8443,Bread,2017-03-19 14:41:55,Afternoon,Weekend,Fannie,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8443,Muffin,2017-03-19 14:41:55,Afternoon,Weekend,Stefan,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8444,Coffee,2017-03-19 14:43:43,Afternoon,Weekend,Yolanda,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8444,Coffee,2017-03-19 14:43:43,Afternoon,Weekend,Steven,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8444,Pastry,2017-03-19 14:43:43,Afternoon,Weekend,Judy,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8445,Coffee,2017-03-19 14:51:08,Afternoon,Weekend,Susan,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8445,Coffee,2017-03-19 14:51:08,Afternoon,Weekend,Kevin,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8445,Sandwich,2017-03-19 14:51:08,Afternoon,Weekend,Nicole,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8445,Chicken Stew,2017-03-19 14:51:08,Afternoon,Weekend,Heather,3,"Hearty and comforting stews made with tender chicken, vegetables, and aromatic herbs, perfect for warming up on cold days."
8446,Cake,2017-03-19 14:52:59,Afternoon,Weekend,Joanna,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8446,Coffee,2017-03-19 14:52:59,Afternoon,Weekend,Grant,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8446,Coffee,2017-03-19 14:52:59,Afternoon,Weekend,Madeline,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8447,Bread,2017-03-19 15:06:25,Afternoon,Weekend,Nathan,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8448,Spanish Brunch,2017-03-19 15:08:21,Afternoon,Weekend,Wayne,0,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8448,Coffee,2017-03-19 15:08:21,Afternoon,Weekend,Ann,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8448,Coke,2017-03-19 15:08:21,Afternoon,Weekend,Marian,5,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.
8448,Bread,2017-03-19 15:08:21,Afternoon,Weekend,Holly,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8448,Mineral water,2017-03-19 15:08:21,Afternoon,Weekend,Patricia,3,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
8448,Soup,2017-03-19 15:08:21,Afternoon,Weekend,Wendy,3,"Warm, comforting soups served alongside cakes for a satisfying meal."
8449,Tea,2017-03-19 15:16:00,Afternoon,Weekend,Billy,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8449,Cake,2017-03-19 15:16:00,Afternoon,Weekend,Ray,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8450,Coffee,2017-03-19 15:17:04,Afternoon,Weekend,Rosa,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8450,Sandwich,2017-03-19 15:17:04,Afternoon,Weekend,Paul,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8450,Sandwich,2017-03-19 15:17:04,Afternoon,Weekend,Andrea,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8450,Muffin,2017-03-19 15:17:04,Afternoon,Weekend,Courtney,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8451,Coffee,2017-03-19 15:29:10,Afternoon,Weekend,James,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8452,Coffee,2017-03-19 15:34:07,Afternoon,Weekend,Mark,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8452,Tea,2017-03-19 15:34:07,Afternoon,Weekend,Sandra,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8452,Cake,2017-03-19 15:34:07,Afternoon,Weekend,Carol,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8452,Scone,2017-03-19 15:34:07,Afternoon,Weekend,Hugh,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
8453,Pastry,2017-03-19 15:44:45,Afternoon,Weekend,Stefan,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8453,Scone,2017-03-19 15:44:45,Afternoon,Weekend,Hugh,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
8454,Coffee,2017-03-19 16:37:37,Afternoon,Weekend,Claire,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8455,Afternoon with the baker,2017-03-19 18:33:00,Evening,Weekend,Lynnette,3,"A selection of cakes, pastries, and sandwiches perfect for enjoying during a leisurely afternoon break."
8456,Coffee,2017-03-20 08:25:34,Morning,Weekday,Tatiana,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8457,Coffee,2017-03-20 08:57:53,Morning,Weekday,Adam,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8458,Coffee,2017-03-20 09:00:54,Morning,Weekday,Cody,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8458,Bread,2017-03-20 09:00:54,Morning,Weekday,Marvin,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8459,Coffee,2017-03-20 09:15:08,Morning,Weekday,Jim,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8459,Bread,2017-03-20 09:15:08,Morning,Weekday,Olivia,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8460,Coffee,2017-03-20 09:35:56,Morning,Weekday,Kimberly,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8461,Coffee,2017-03-20 09:38:09,Morning,Weekday,Carla,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8461,Bread,2017-03-20 09:38:09,Morning,Weekday,Jenny,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8462,Coffee,2017-03-20 10:03:58,Morning,Weekday,Tommy,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8462,Coffee,2017-03-20 10:03:58,Morning,Weekday,Katrina,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8462,Pastry,2017-03-20 10:03:58,Morning,Weekday,Abigail,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8462,Bread,2017-03-20 10:03:58,Morning,Weekday,Nancy,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8462,Bread,2017-03-20 10:03:58,Morning,Weekday,Alicia,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8462,Toast,2017-03-20 10:03:58,Morning,Weekday,Nathaniel,5,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8463,Pastry,2017-03-20 10:17:11,Morning,Weekday,Leslie,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8463,Cake,2017-03-20 10:17:11,Morning,Weekday,Karla,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8463,Bread,2017-03-20 10:17:11,Morning,Weekday,Benjamin,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8464,Coffee,2017-03-20 10:18:08,Morning,Weekday,Bruce,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8464,Muffin,2017-03-20 10:18:08,Morning,Weekday,Leonard,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8465,Baguette,2017-03-20 10:28:27,Morning,Weekday,Maria,2,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads."
8466,Coffee,2017-03-20 10:31:50,Morning,Weekday,Lucy,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8466,Bread,2017-03-20 10:31:50,Morning,Weekday,Nina,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8467,Coffee,2017-03-20 10:37:22,Morning,Weekday,Seth,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8467,Mineral water,2017-03-20 10:37:22,Morning,Weekday,Walter,0,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
8467,Cookies,2017-03-20 10:37:22,Morning,Weekday,Sharon,2,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8467,Toast,2017-03-20 10:37:22,Morning,Weekday,Emma,3,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8468,Tea,2017-03-20 10:46:56,Morning,Weekday,Eugene,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8468,Spanish Brunch,2017-03-20 10:46:56,Morning,Weekday,Stephanie,2,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8469,Coffee,2017-03-20 10:51:22,Morning,Weekday,Jamie,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8470,Coffee,2017-03-20 11:03:54,Morning,Weekday,Terry,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8471,Bread,2017-03-20 11:04:22,Morning,Weekday,Sonya,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8472,Coffee granules ,2017-03-20 11:15:42,Morning,Weekday,Michelle,2,
8473,Cake,2017-03-20 11:25:24,Morning,Weekday,Glenda,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8473,Muffin,2017-03-20 11:25:24,Morning,Weekday,Aaron,1,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8473,Juice,2017-03-20 11:25:24,Morning,Weekday,Ashley,2,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
8474,Coffee,2017-03-20 11:30:55,Morning,Weekday,Clarence,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8475,Cake,2017-03-20 11:32:58,Morning,Weekday,Ed,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8476,Juice,2017-03-20 11:44:04,Morning,Weekday,Annie,5,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
8476,Sandwich,2017-03-20 11:44:04,Morning,Weekday,Allison,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8477,Coffee,2017-03-20 11:54:58,Morning,Weekday,Jessica,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8477,Pastry,2017-03-20 11:54:58,Morning,Weekday,Ray,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8478,Coffee,2017-03-20 11:55:58,Morning,Weekday,Maureen,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8478,Muffin,2017-03-20 11:55:58,Morning,Weekday,Charles,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8479,Truffles,2017-03-20 11:58:20,Morning,Weekday,Felicia,5,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
8479,Sandwich,2017-03-20 11:58:20,Morning,Weekday,Lyle,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8480,Coffee,2017-03-20 11:59:12,Morning,Weekday,Mack,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8480,Baguette,2017-03-20 11:59:12,Morning,Weekday,Penny,4,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads."
8481,Farm House,2017-03-20 12:03:06,Afternoon,Weekday,Manuel,0,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8482,Pastry,2017-03-20 12:13:54,Afternoon,Weekday,Molly,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8483,Jam,2017-03-20 12:17:00,Afternoon,Weekday,Clayton,5,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture."
8484,Sandwich,2017-03-20 12:19:46,Afternoon,Weekday,Wilson,4,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8485,Coffee,2017-03-20 12:23:43,Afternoon,Weekday,Ralph,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8485,Coffee,2017-03-20 12:23:43,Afternoon,Weekday,Brandon,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8486,Hot chocolate,2017-03-20 12:30:41,Afternoon,Weekday,Shawn,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
8486,Coffee,2017-03-20 12:30:41,Afternoon,Weekday,Quentin,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8486,Brownie,2017-03-20 12:30:41,Afternoon,Weekday,Matthew,0,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
8486,Muffin,2017-03-20 12:30:41,Afternoon,Weekday,Jordan,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8486,Bread,2017-03-20 12:30:41,Afternoon,Weekday,Jenna,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8487,Coffee,2017-03-20 12:34:07,Afternoon,Weekday,Edith,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8487,Bread,2017-03-20 12:34:07,Afternoon,Weekday,Warren,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8488,Sandwich,2017-03-20 12:38:22,Afternoon,Weekday,Lydia,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8488,Coffee,2017-03-20 12:38:22,Afternoon,Weekday,Shane,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8489,Spanish Brunch,2017-03-20 12:40:11,Afternoon,Weekday,Clarence,4,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8489,Coffee,2017-03-20 12:40:11,Afternoon,Weekday,Leonard,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8490,Coffee,2017-03-20 12:54:57,Afternoon,Weekday,Thomas,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8490,Toast,2017-03-20 12:54:57,Afternoon,Weekday,Jackson,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8491,Coffee,2017-03-20 13:39:18,Afternoon,Weekday,Karen,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8492,Muffin,2017-03-20 13:40:04,Afternoon,Weekday,Ian,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8493,Coffee,2017-03-20 13:46:55,Afternoon,Weekday,Chuck,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8494,Tea,2017-03-20 13:53:18,Afternoon,Weekday,Bryan,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8494,Brownie,2017-03-20 13:53:18,Afternoon,Weekday,Herman,5,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
8495,Hot chocolate,2017-03-20 14:04:07,Afternoon,Weekday,Ronald,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
8495,Tea,2017-03-20 14:04:07,Afternoon,Weekday,Marvin,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8495,Bread,2017-03-20 14:04:07,Afternoon,Weekday,Vernon,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8496,Bread,2017-03-20 14:05:43,Afternoon,Weekday,Jordan,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8496,Salad,2017-03-20 14:05:43,Afternoon,Weekday,Cathy,1,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes."
8497,Salad,2017-03-20 14:06:43,Afternoon,Weekday,Billy,4,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes."
8497,Tea,2017-03-20 14:06:43,Afternoon,Weekday,Olivia,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8498,Coffee,2017-03-20 14:59:23,Afternoon,Weekday,Renee,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8498,Muffin,2017-03-20 14:59:23,Afternoon,Weekday,Blake,4,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8499,Tea,2017-03-20 15:08:07,Afternoon,Weekday,Alfred,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8500,Farm House,2017-03-20 15:25:34,Afternoon,Weekday,Wesley,0,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8501,Tea,2017-03-20 15:55:32,Afternoon,Weekday,Caroline,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8501,Coffee,2017-03-20 15:55:32,Afternoon,Weekday,Doris,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8501,Bread,2017-03-20 15:55:32,Afternoon,Weekday,Kathleen,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8501,Pastry,2017-03-20 15:55:32,Afternoon,Weekday,Joyce,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8502,Farm House,2017-03-20 16:05:52,Afternoon,Weekday,Jenna,5,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8502,Coffee,2017-03-20 16:05:52,Afternoon,Weekday,Edward,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8502,Cookies,2017-03-20 16:05:52,Afternoon,Weekday,Brandon,0,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8503,Tea,2017-03-20 16:32:06,Afternoon,Weekday,Quentin,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8503,Medialuna,2017-03-20 16:32:06,Afternoon,Weekday,Bill,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
8504,Coffee,2017-03-20 16:33:30,Afternoon,Weekday,Luis,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8505,Cookies,2017-03-20 16:58:41,Afternoon,Weekday,Renee,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8505,Coffee,2017-03-20 16:58:41,Afternoon,Weekday,Lydia,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8506,Pastry,2017-03-21 08:20:31,Morning,Weekday,Zachary,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8507,Pastry,2017-03-21 08:30:16,Morning,Weekday,Shawn,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8507,Coffee,2017-03-21 08:30:16,Morning,Weekday,Shane,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8508,Pastry,2017-03-21 08:56:00,Morning,Weekday,Wendy,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8508,Cake,2017-03-21 08:56:00,Morning,Weekday,Crystal,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8509,Bread,2017-03-21 09:09:04,Morning,Weekday,Felicia,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8509,Scandinavian,2017-03-21 09:09:04,Morning,Weekday,Teresa,2,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
